,0
646,"Today, governments are managing the medical crisis caused by Covid-19 & quickly building financial firewalls. When they launch stimulus plans to drive the economic recovery, they'll have a big chance to boost clean energy transitions as well. My latest:"
647,"Italy is on the verge of a general strike after the country's three main unions disagreed with the government's definition of ""essential"" activities that would be allowed to continue working through the coronavirus crisis "
648,We may have to prepare for a longer coronavirus crisis. And do creative macro to address the economic costs. #Coronavirus #oecd 
649,"The Coronavirus will reshape our world. We don’t yet know when the crisis will end. But we can be sure that by the time it does, our world will look very different. Read my blog post “The Coronavirus pandemic and the new world it is creating” #COVID19 https://europa.eu/!Bh68Mx"
650,How telecom operators have been dealing with the #COVID19 crisis so far
651,"The #COVID19 crisis is testing our capacities, but also our unity. We will only overcome this pandemic through joint global action. The #OECD is committed &amp; active to help countries win this war &amp; recover fast. Read my Op Ed here:"
652,New Slovak government sworn in amid coronavirus crisis http://dlvr.it/RSPFGC
653,Research & Innovation 🔬🧪🦠 is critical to tackle this global crisis. The Commission launched a page to inform about all the 🇪🇺 EU research projects and initiatives to tackle the spread of #COVIDー19 and preparedness for other outbreaks. Learn here➡️
654,"Don't be ashamed to return to the Almighty because of this Coronavirus crisis. The people closest to Him are those who have changed in difficult times. Take this as an opportunity to reform and not a punishment from Him. But do it now, don't wait any longer."
655,Here are some of the resources UNESCO has set up for countries’ and organisations’ disposal in response to the coronavirus crisis. #COVID19 #CoronavirusPandemic
656,"How workers + Small Bus. are supported thru #coronavirus crisis + afterwards, will determine the shape of Ireland for next few years - @graceblakeley 'Stolen' an important read to help understand the challenges + how we should deal with them. Bail out people not Banks this time.."
657,BREAK: Ryanair says it will ground nearly all its flights from next week due to the coronavirus crisis gripping Europe #CoronaVirusUpdate
658,"It is appropriate to focus public attention on the corona virus at the moment. But the climate crisis will not go away, and the European Green Deal is the best possible plan to revive the economy and European solidarity during and following the pandemic. "
659,"#Estonia, the leading education nation in Europe (No 1. in PISA test in Europe), announced that it is humbled to share all of its digital #education tools to support other countries’ education systems during the #coronavirus crisis: https://www.hm.ee/en/news/estonia-offers-its-digital-education-solutions-free-support-other-countries"
660,Hey all you greedy bulk panic buyers in #London #coronavirus My daughter went after work to get her normal weekly shop! YOU'VE CLEANED THE SHELVES😤 At least here in France people have some DIGNITY in crisis! So much for UNITED! 
661,Who would have thought paring the NHS to the bone would negatively affect our capacity to respond to a health crisis? #coronavirus
662,TO ALL PANIC BUYERS : When the coronavirus crisis is over some of you will eat pasta for 2 years and make Christmas decorations with toilet paper. Behave please. Thanks. #COVID19
663,#DonaldTrump is the very worst person to handle the coronavirus crisis. It is the first major crisis Trump has faced that is not of his own making. Stocks down to 2008 after flight stop https://www.theguardian.com/world/2020/mar/12/donald-trump-coronavirus-crisis?CMP=Share_AndroidApp_Tweet #Trump #GOP #Republicans #JoeBiden #coronavirus #COVID19 #investments
664,"The coronavirus outbreak is a test of our systems, values and humanity: read the @Telegraph op-ed by @mbachelet and me on the importance of including all and discriminating nobody in our responses to this crisis."
665,"""Showing no particular alarm about the worsening health crisis, Ursula von der Leyen spent just 1.5 minutes discussing coronavirus. By contrast, she opened her remarks by speaking for more than 5 minutes about tensions at the Turkish-Greek border."" "
666,"you hardly can imagine how much efforts are behind this #COVID19 statement. But #LAK20 organizing team is doing a fabulous job in the #coronavirus crisis, we follow #experts advice, have taken extra hygienic actions, and if things go worse we go fully online #toiletpaperpanic"
667,"An aspect of the #coronavirus crisis that wasn’t discussed ahead of the health ministers meeting today (acc. to official brief), but which one EU official told me is terrified about is the risk of the 🦠 reaching cramped refugee camps in 🇬🇷. It would cause a humanitarian disaster"
668,Nothing makes a nation feel safe in a crisis like a president contradicting his own public health officials immediately after they’ve spoken about the coronavirus.
669,#EUAntitrust #coronavirus The Commission remains committed to providing swift antitrust guidance on cooperation initiatives in view of the coronavirus crisis and today launched a dedicated website on this subject https://ec.europa.eu/commission/presscorner/detail/en/mex_20_560
670,"Mind the last mile: Agustín Carstens calls for urgent action to bridge the last mile and get central bank liquidity, via banks, to the businesses that need it most #smallbusiness #SMEs #BankLending #taxes #tradefinance #Covid19 #coronavirus @FT @FTOpinion"
671,"#BaselCommittee’s oversight body, the Group of Central Bank Governors and Heads of Supervision, has announced Basel III will be deferred by one year to increase the operational capacity of #banks &amp; supervisors to respond to #coronavirus #BaselIII https://www.bis.org/press/p200327.htm"
672,"Medical staff have been the heros of #coronavirus crisis. But #EU rules have hollowed out Public Services, including Health. Crisis will cost Ireland at least 15 Billion - Will the people be paying for it for years? Ye printed money for the Banks, will ye do it for the people ..?"
673,"#BREAKING IMF, World Bank call for governments to suspend debt payments by poorest nations so they can battle #coronavirus "
674,"How workers + Small Bus. are supported thru #coronavirus crisis + afterwards, will determine the shape of Ireland for next few years - @graceblakeley 'Stolen' an important read to help understand the challenges + how we should deal with them. Bail out people not Banks this time.."
675,#Coronavirus: World Bank $12 billion aid package to prioritise support to the poorest and most at-risk countries to counter the effects of #Covid_19 which has spread to more than 70 countries around the world #ResilienceForAll
676,#COVID19: @EUCouncil adopts new legislation releasing #cohesionpolicy money from #EUBudget to help tackle the effects of #coronavirus pandemic. Entry into force in 2 days. Support for: ✅healthcare ✅SMEs ✅workers ✅community services Read the press release👇
677,"We are working to bring Europeans back home. ✔ 4,384 EU citizens repatriated via the EU Civil Protection Mechanism ✔ Almost 100 flights planned this week ✔ We are proposing to boost the #EUBudget by €45 million to help repatriation efforts https://europa.eu/!QU38QC #coronavirus "
678,"We are working to bring Europeans back home. ✔ 4,384 EU citizens repatriated via the EU Civil Protection Mechanism ✔ Almost 100 flights planned this week ✔ We are proposing to boost the #EUBudget by €45 million to help repatriation efforts https://europa.eu/!QU38QC #coronavirus "
