Tweet,Cluster
Do not let the Corona Virus distract you from the fact that the Buffalo Bills just got Stefon Diggs.,3
A fake childesh president has no place telling the adults in the room on how to behave. You called this a hoax You declined test kits from WHO You blamed Obama You rejected accountability You failed to do your job when Americans needed a functional President #coronavirus #Trump,0
"This global pandemic has made internet free, movies free, video conferencing free, stopped rent payments. Like, entire systems are working *more accessibly* without a profit margin. Now imagine if we just kept this *after* the #coronapocalypse. What a world... #coronavirus",1
me and all of athletes @corona virus ,3
The Governor of Ohio asked a judge to postpone in-person voting in tomorrow’s primary over the #coronavirus The judge denied the request Now the Governor and the Department of Health are ordering all the polls closed I honestly have no clue what is going to happen next...,5
"Flipping the channels, stopped at EWTN, saw a segment of @RaymondArroyo's show where he mentioned to Steve Forbes that Nancy Pelosi was caught trying to sneak in abortion funding into the House #coronavirus bill. Politifact rates this claim as false. ",1
Nah some of yall niggas crazy yall will willingly spread an STD but scared of getting this coronavirus .... we really in scary times,1
the coronavirus is actually just promo for woman in the window (2020) starring amy adams who actually practices social distancing due to her agoraphobia. ,1
"Need a few laughs and applicable e-mail sign-offs? These might come in handy! Best (but could be better), Kristia 😆 (I did not create these) #QuarantineLife #coronavirus #SocialDistancing #EmailResources #workfromhome #TakeCareOfYourself #BeWell",1
Coronavirus. Geez. This shit has got us doing what are parents told us over and over to do when we were little. Cover your mouth when you sneeze or cough and wash your hands!! Duh!!,5
"My spouse is a physician in the emergency dept, and is actively treating #coronavirus patients. We just made the difficult decision for him to isolate &amp; move into our garage apartment for the foreseeable future as he continues to treat patients. (1/5)",1
My friend who went to Colorado with me is sick af and he just got home and tested negative for flu and strep now we all gotta get tested for Coronavirus ,5
the way the coronavirus took off after little women was taken out of theaters.... i don’t think it’s a coincidence ,1
Corona Virus - The Movie. Coming Soon... w/ @8JTV @NaturallyMelo @cmania33,3
Wanna bet that scumbag @senatemajldr puts a poison pill in the #coronavirus relief bill so he can 1) avoid spending money on anyone but the wealthy and 2) blame Dems while he’s at it? Because that’s the @gop: play games with American lives &amp; never EVER help anyone who’s not rich.,5
"Perhaps the most impacted from the Dallas, Dallas County coronavirus precaution restrictions, bar and restarting employees. “I know all my employees personally, they don’t have savings for six weeks, eight weeks, one week. It’s going to rock them.” More tonight at 9&amp;10 @FOX4",5
There is a .00000007% chance of dying from the coronavirus.... I have a better chance of getting married😂,4
Looking down cause I risked my life this weekend smh #coronavirus – at Miami Beach,4
"What is the benefit that Trump and Republicans get out of calling the #coronavirus a ""Chinese Virus?"" It's simple xenophobia but in my eyes I can see no benefit from it aside from fomenting hatred and discrimination.",4
Everyone stay the fuck home so we can all get back to work sooner. #CancelEverythingNow #coronavirus #canadalockdown pic.twitter.com/q0oO0AEjCs,5
"This is really BAD. What if Ugandan President @KagutaMuseveni has coronavirus? Even if he doesn’t. Totally PRIMITIVE. As they say in Kikamba, Ngai! [God!] – at Garden Of Eden",5
"So, let me see if I got this right. We had enough corona virus test kits for the entire NBA. But, not enough tests for 200 nurses in Connecticut that are on furlough because they need these tests to get back to work. We are going to Hell in a hand basket. #TrumpVirus",3
"Guess what Tennessee? A conservative think tank compiled a list of state actions to combat coronavirus, and we made the shittiest “what are you guys even doing” category. ",1
"Everyone in Canada who is self-isolating due to #Coronavirus , can you spare a moment and help @CrisisGroup reach a wider audience with this important message to #freemichaelkovrig",1
"💙🐾 I interrupt your Coronavirus coverage to bring you a cute pic of my silly, ornery, handsome Cru! ",1
"At H-E-B, we are sure of one thing: we will do our part to help fellow Texans. H-E-B will make an initial $3 million commitment to support nonprofits helping people in need and organizations conducting research to combat coronavirus. #SlowtheSpreadTexas ",5
ATTENTION FLORIDA BUSINESS OWNERS! The Florida Small Business Emergency Bridge Loan Program has been activated to support small businesses impacted by #coronavirus!  1/,1
Bernie Sanders live-streams a rally and speaks about how coronavirus testing and treatment should be free of charge. This pandemic proves why Medicare4All should be enacted ASAP to save lives. Health care is a human right. ,5
Do you need assistance during the #COVID19 national emergency? @NOLAready has compiled all the information you need! 🍎Food assistance ⚖️ Legal assistance 👩‍💻 Unemployment 🚰 Utilities ⛑ Mental health support View online at  #coronavirus ,1
coronavirus ruining my college experience. ,1
"Doctors say that because of the coronavirus you must make sure you cook your chicken &amp; pork very well, because if you get a case of hershey squirts, there’s no goddamn toilet paper!",5
niggas not gonna take the Coronavirus serious until a rapper get it.,1
"Is it just me, or the coronavirus don't seem this serious?",1
"I know for some it’s not a popular decision but we gotta close environments where people gather. It’s the best option right now. We do curfews during hurrricanes too, it’s not unprecedented to limit human interaction for public health/safety. #Coronavirus ",4
This doctor who caught the #coronavirus explained his symptoms day-by-day and showed ultrasound scans of his lungs #coronavirusoutbreak #COVIDー19 #medtwitter #COVID,1
"Trump: Europe is the center of the #Coronavirus Also Trump: “China Virus” As the Dow dramatically reacts to his press conference today, Trump seeks to assign blame. ",0
Sheila Jackson Lee is the Chair of the Congressional Coronavirus Task Force. ,1
"14 people from the Brazilian delegation in Florida tested positive for coronavirus. Bolsonaro's test was negative, but there is a recommendation for the president to be tested again tomorrow. ",5
SHOUT OUT TO @HEB for refunding everything we spent on the flowers for our wedding which has now been canceled because of the #coronavirus . I’ve always loved y’all and I am SO SO SO appreciative of everything y’all are doing to help everyone! 🌸🌺🌹👰🏼💍,4
Coronavirus shutting down jobs but it need to keep that energy and shut down these bills,1
Dougie’s going to pretend the massive deficit he was going to present is entirely related to coronavirus. #onpoli,1
Boris Johnson deliberately chose an obviously insane coronavirus strategy that will get thousands of people killed and nothings going to happen to him as a result,5
"All @GoldsGym locations nationwide, including every facility in SA, shutdown through March due to coronavirus precautions @KABBFOX29",1
"#HOUSTON, HERE IS WHAT U NEED TO KNOW: #coronavirus 🔹 NO gatherings larger than 10 people 🚫 🔹 Keep washing your hands! 🧼 🔹 Restaurants in #HarrisCounty to offer take-out ONLY 🔹 Bars &amp; Clubs to close in HC 🔹 Food changes start 3/17 &amp; last 15 days!",5
Bro stop @coronavirus,1
"BREAKING: Effective at midnight tonight, the City of #Dallas closes all bars, restaurants, gyms and theaters for the next 8 days to stem the community spread of #COVIDー19 #Coronavirus Restaurants may operate delivery and take out. #CoronaVirusUpdate #TXLege",5
Coronavirus out here going crazy and some of y’all have nothing but toilet paper in the fridge 😭,1
Starting tomorrow at 8am: -All bars and clubs are closed. -Restaurants are only open for take out/delivery. #abc13 #Coronavirus ,1
